decision_id,cohort_id,subject_candidacy_id,prior_candidacy_id,observed_ballot_name,election_date,represented_body,office_type,district_name,decision,identity_bridge,evidence_urls,rationale
trd_5e0d1671810e5194bef7fa84cae893f1,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_7e7c0f302306571e925c05f0838186d2,Sonny Yeung,2006-11-13,toronto_city_council,councillor,Ward 41,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_45c1cdd21d1d5e9faeb72ce0a18f77a2,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_ce134c1d404e52f4bb9c9792b42c9b6d,Sonny Yeung,2010-10-25,toronto_district_school_board,trustee,Ward 22,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_f1e4cd6b5ab85c52b0954fbe68227fec,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_44b8ec49d1a45caab718e7dc4fd95db7,Sonny Yeung,2014-10-27,toronto_district_school_board,trustee,Ward 17,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_589ee9cf3af9518680ad9160677d2e73,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_e1b864c3643b5780824b9769e9447f40,Sonny Yeung,2016-01-25,toronto_district_school_board,trustee,Ward 21,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_6261e9896ee95f3696a079df99213a5e,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_ca8e557c288c5659952783442a6ae5cf,Sonny Yeung,2018-10-22,toronto_district_school_board,trustee,Ward 21,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_5a8e54d034015b9dbbd98fc8a405e3c6,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_954adcc8a9135c0bb50376cb984f1637,Sonny Yeung,2022-10-24,toronto_district_school_board,trustee,Ward 21,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_e3a28bfca2b05f8693733f70ae65ffce,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_e5ec806be72e5a7fa12c136c5ebe3354,Sonny Yeung,2025-03-03,toronto_district_school_board,trustee,Ward 11,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_b99785a8d69150bea482ad99aa16ad3b,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_fa9c637a84aa5e7dada0277080207ead,Sonny Yeung,2012-02-27,toronto_district_school_board,trustee,Ward 20,hold,Contemporary 2012 and 2018 reports share the bilingual name 楊天明 (Sonny Yeung) but do not explicitly identify one person.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.toronto.ca/wp-content/uploads/2017/08/967f-2012-byelection-tdsb-ward17-ward20-declarationofresults.pdf;https://www.epochtimes.com/b5/12/2/28/n3525091.htm;https://www.epochtimes.com/b5/18/9/5/n10693720.htm,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The bilingual-name match strengthens the lead and rejects unrelated Hong Kong collisions, but no qualifying biographical or explicit bridge was found."
trd_cf7be343051d51b6b2f416232ea07add,toronto-trustee-2026,can_d408d29fb4c353eb9f90086e7df9836c,can_d67e11727b1451fb9274cdd1ca9a1c2a,Antonius Clarke,2010-10-25,toronto_city_council,councillor,Ward 8,hold,The official records share an uncommon exact name but provide no cross-occurrence identity statement.,https://www.toronto.ca/city-government/elections/past-election-information/2010-election/;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: No qualifying bridge was found; name equality alone is insufficient and no evidence supports rejection."
trd_2a467de2ec895c8ea8574884956384e0,toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,can_88cdf83e269e5d979b74ec3a900169f1,Matias de Dovitiis,2021-09-20,canada_house_of_commons,mp,Humber River—Black Creek,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tdsb.on.ca/Portals/0/docs/2024%20-%2009%20-%20Trustee%20report.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_bf9ac1f28633512da2bcc24bfdafc23b,toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,can_b24bddf41ee8563aa8ec49eab0492a17,Matias De Dovitiis,2022-10-24,toronto_district_school_board,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tdsb.on.ca/Portals/0/docs/2024%20-%2009%20-%20Trustee%20report.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_2514b855215851a1be7551e6d3ed8261,toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,can_a4ebaa390a465a239bebb6822534ccd3,Matias de Dovitiis,2025-04-28,canada_house_of_commons,mp,Humber River—Black Creek,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tdsb.on.ca/Portals/0/docs/2024%20-%2009%20-%20Trustee%20report.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_9c96492fabb852f29860c1e040416a69,toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,can_a24cf2e21a8656bb9c3ab4c7c135caf1,Matias De Dovitiis,2014-10-27,toronto_district_school_board,trustee,Ward 4,confirm,The official 2014 archive and official 2026 feed point to the same candidate domain; archived and current biographies repeat distinctive life and community-work facts.,https://www.tdsb.on.ca/Portals/0/docs/2024%20-%2009%20-%20Trustee%20report.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://elections.ontarioschooltrustees.org/ResourceToolKit/2014ElectionResults/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.matiasdedovitiis.ca/about,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The new pass bridges the verified 2014 Ward 4 occurrence to the 2026 candidate through the same candidate-controlled domain and matching detailed biography."
trd_3729bb74faf257c9beee1eff1b273dbb,toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,can_7b48e33d718e5d10885d66a8e2cbf866,Matias De Dovitiis,2018-10-22,toronto_district_school_board,trustee,Ward 4,confirm,The official 2018 archive and official 2026 feed both publish matiasdedovitiis.ca for the candidate.,https://www.tdsb.on.ca/Portals/0/docs/2024%20-%2009%20-%20Trustee%20report.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.matiasdedovitiis.ca/about;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The new pass supplies an official contact-domain bridge from the verified 2018 Ward 4 occurrence to the 2026 candidate."
trd_ed99da3c90e75aae98b8226c0243bc48,toronto-trustee-2026,can_2f91a36290e058ea8f377bacce7ea2ff,can_29b93507076d5b0f91b874e85c6d47ab,Dennis Hastings,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 12,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en;https://www.tdsb.on.ca/About-Us/CEO/Learning-Centre-Model;https://educationactiontoronto.com/articles/tdsbs-new-trustees-what-are-their-views-on-issues/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_1fdfed91612652b38abaeae545038b05,toronto-trustee-2026,can_2f91a36290e058ea8f377bacce7ea2ff,can_758d731c49c25e4a98554f4f9a0e69c9,Dennis Hastings,2022-10-24,toronto_district_school_board,trustee,Ward 1,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en;https://www.tdsb.on.ca/About-Us/CEO/Learning-Centre-Model;https://educationactiontoronto.com/articles/tdsbs-new-trustees-what-are-their-views-on-issues/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_56b60785ceef5683b9f63aadd8f4d71f,toronto-trustee-2026,can_614647480cb456b4acff2b95864b823a,can_743f820f19635d66a871a335827f1da0,Benoit Fortin,2018-10-22,conseil_scolaire_viamonde,trustee,Ward 2,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Conseil+scolaire+Viamonde&lang=en;https://www.toronto.ca/wp-content/uploads/2026/08/8ed9-2026-Declaration-of-Acclamation.pdf;https://www.toronto.ca/wp-content/uploads/2022/08/8e0d-Declaration-of-Acclamation.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_456c806a09385a5bb98994513e62d69b,toronto-trustee-2026,can_614647480cb456b4acff2b95864b823a,can_628f2c912c1c5b3481375b971c2d0965,Fortin Benoit,2022-10-24,conseil_scolaire_viamonde,trustee,Ward 2,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Conseil+scolaire+Viamonde&lang=en;https://www.toronto.ca/wp-content/uploads/2026/08/8ed9-2026-Declaration-of-Acclamation.pdf;https://www.toronto.ca/wp-content/uploads/2022/08/8e0d-Declaration-of-Acclamation.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_e7ea97fea192576b8e3124b13d15c2ac,toronto-trustee-2026,can_61fa7af81c8957a0b39ed8104548795f,can_da460050332c53129b1e4c932f603d2e,Jean-François L'Heureux,2010-10-25,conseil_scolaire_viamonde,trustee,Ward 3,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://collegeboreal.ca/en/actualite/college-boreal-appoints-jean-francois-lheureux-as-director-of-its-toronto-campus/;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip;https://www.toronto.ca/wp-content/uploads/2017/08/9757-election-2014-declaration-trustee-ward4.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_c1482922f1e0591ebdc3144b81e7870f,toronto-trustee-2026,can_61fa7af81c8957a0b39ed8104548795f,can_75f75a2e8ab551a5a37b7341592f7003,Jean-François L'Heureux,2014-10-27,conseil_scolaire_viamonde,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://collegeboreal.ca/en/actualite/college-boreal-appoints-jean-francois-lheureux-as-director-of-its-toronto-campus/;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip;https://www.toronto.ca/wp-content/uploads/2017/08/9757-election-2014-declaration-trustee-ward4.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_8c0e090ae8cc52b4af7347d8f3c5ee43,toronto-trustee-2026,can_61fa7af81c8957a0b39ed8104548795f,can_23537cc58b0956899a83c4c7e33a5edf,Jean-François L'Heureux,2018-10-22,conseil_scolaire_viamonde,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://collegeboreal.ca/en/actualite/college-boreal-appoints-jean-francois-lheureux-as-director-of-its-toronto-campus/;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip;https://www.toronto.ca/wp-content/uploads/2017/08/9757-election-2014-declaration-trustee-ward4.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_968cd1cc1f10500db2bbab4391070f2b,toronto-trustee-2026,can_f1195ba08c7e563a8ac820d7773ed670,can_347c3e2a151759d5a59d2e2f86300904,Anna-Karyna Ruszkowski,2023-01-23,conseil_scolaire_viamonde,trustee,Ward 3,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://csviamonde.ca/viamonde/rapport-annuel-2024-2025/lequipe-viamonde;https://www.toronto.ca/news/notice-that-the-election-for-the-french-language-public-school-trustee-conseil-scolaire-viamonde-ward-3-centre-is-void/;https://www.toronto.ca/wp-content/uploads/2023/01/8d2a-FinalFRDeclaration-of-Results-2023-ByElection.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_7296c27d518959d688265e6ff5af591b,toronto-trustee-2026,can_9b9511aaebde561a82cfbb130bb8d0b6,can_76ffc4713bb9532f87cf5440308c80a7,Rhea Dechaine,2023-01-23,conseil_scolaire_catholique_monavenir,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://cscmonavenir.ca/publications/rapports-annuel/rapport2223/administration.html;https://www.toronto.ca/news/notice-that-the-election-for-the-french-language-catholic-school-trustee-conseil-scolaire-catholique-monavenir-ward-4-toronto-est-is-void/;https://www.toronto.ca/wp-content/uploads/2023/01/8d2a-FinalFRDeclaration-of-Results-2023-ByElection.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_da7fa9d117ee57d781df1e43f778e122,toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,can_f44e2caae9eb5367b5718f11a22d5f6c,Sal Piccininni,2003-11-10,toronto_catholic_district_school_board,trustee,Ward 3,hold,"Official records join the historical trustee sequence, but none links it to the 2026 filer.",https://www.toronto.ca/legdocs/2004/minutes/committees/tp/tp040225.pdf;https://irp.cdn-website.com/18b66aa0/files/uploaded/School-Board-Trustees-Concerns-Contact-Information-2013-1-228daa77.pdf;https://tcdsbpublishing.escribemeetings.com/FileStream.ashx?DocumentId=664;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=10248;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2003-to-2018 institutional continuity is preserved, but the new pass found no qualifying bridge to the 2026 candidate."
trd_dd100ab9e0de57298c9faa4ca781b104,toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,can_c1d06b1c39fe5425988e94e58a4f9479,Sal Piccininni,2006-11-13,toronto_catholic_district_school_board,trustee,Ward 3,hold,"Official records join the historical trustee sequence, but none links it to the 2026 filer.",https://www.toronto.ca/legdocs/2004/minutes/committees/tp/tp040225.pdf;https://irp.cdn-website.com/18b66aa0/files/uploaded/School-Board-Trustees-Concerns-Contact-Information-2013-1-228daa77.pdf;https://tcdsbpublishing.escribemeetings.com/FileStream.ashx?DocumentId=664;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=10248;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2006 occurrence and historical continuity are preserved, but the new pass found no qualifying bridge to the 2026 candidate."
trd_54fb9f7055b05ba3a8093a63afe93d3b,toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,can_50af0a6208835ca8a028b30e07c36f74,Sal Piccininni,2010-10-25,toronto_catholic_district_school_board,trustee,Ward 3,hold,"Official records join the historical trustee sequence, but none links it to the 2026 filer.",https://www.toronto.ca/legdocs/2004/minutes/committees/tp/tp040225.pdf;https://irp.cdn-website.com/18b66aa0/files/uploaded/School-Board-Trustees-Concerns-Contact-Information-2013-1-228daa77.pdf;https://tcdsbpublishing.escribemeetings.com/FileStream.ashx?DocumentId=664;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=10248;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2010 occurrence and historical continuity are preserved, but the new pass found no qualifying bridge to the 2026 candidate."
trd_a83cef93c2c553ac9fa0f87f81f9c2a1,toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,can_a7f7196d483154fa973d2af37d4fba7e,Sal Piccininni,2014-10-27,toronto_catholic_district_school_board,trustee,Ward 3,hold,"Official records join the historical trustee sequence, but none links it to the 2026 filer.",https://www.toronto.ca/legdocs/2004/minutes/committees/tp/tp040225.pdf;https://irp.cdn-website.com/18b66aa0/files/uploaded/School-Board-Trustees-Concerns-Contact-Information-2013-1-228daa77.pdf;https://tcdsbpublishing.escribemeetings.com/FileStream.ashx?DocumentId=664;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=10248;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.campaignlifecoalition.com/voting-records/view/level/cst/province/on/id/1878,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2014 occurrence and historical continuity are preserved, but the new pass found no qualifying bridge to the 2026 candidate."
trd_3c649965d2635740acf87893a5976586,toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,can_d45b5733be5852ab84b7ae2e0b75aa3a,Sal Piccininni,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 3,hold,"Official records join the historical trustee sequence, but none links it to the 2026 filer.",https://www.toronto.ca/legdocs/2004/minutes/committees/tp/tp040225.pdf;https://irp.cdn-website.com/18b66aa0/files/uploaded/School-Board-Trustees-Concerns-Contact-Information-2013-1-228daa77.pdf;https://tcdsbpublishing.escribemeetings.com/FileStream.ashx?DocumentId=664;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=10248;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.campaignlifecoalition.com/voting-records/view/level/cst/province/on/id/1878,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2018 occurrence and historical continuity are preserved, but the new pass found no qualifying bridge to the 2026 candidate."
trd_e62b447bf34c5f57ac16c77e5e7e1cb2,toronto-trustee-2026,can_578ca769a6ce55f68cce5609ee2d0a36,can_92b1205a3d545d4596280bf1acf6e38b,Paul Salvatori,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 10,hold,No current source identifies the 2026 filer as the professor of ethics who ran in 2018.,https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The same full name and ward remain persuasive, but Sol found no qualifying bridge beyond the two election records."
trd_d3a24a3da53c582e945838d8c31a2fa1,toronto-trustee-2026,can_656fcfdc512c5d22b05715336b449ee6,can_e44a26fb0d53557b89fed4f2ba630e22,Celine Dinova,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 11,hold,No current source links the 2022 retired teacher in Ward 11 to the 2026 Ward 7 filing.,https://beachmetro.com/2022/10/05/toronto-votes-2022-ward-11-toronto-catholic-district-school-board-trustee-candidate-celine-dinova-profile/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://tcdsbpublishing.escribemeetings.com/filestream.ashx?DocumentId=29649,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The DiNova/Dinova style variation and later board engagement are compatible, but no qualifying bridge beyond name and TCDSB context was found."
trd_50f030e0b3425c1ea7aa4a1610a5ef25,toronto-trustee-2026,can_3c5cf71c069a58b5802a61568489e9b3,can_8d111428a4a85cc58263cc1009522ed7,Gregory Rodriguez,2018-10-22,toronto_district_school_board,trustee,Ward 20,confirm,The Local links the 2018 occurrence to the 2025 candidate; official City records link 2025 to 2026 through the identical candidate email.,https://grodriguezcandidatetdsbtrusteeward20.wordpress.com/;https://thelocal.to/srp2025/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/ward-25-scarborough-rouge-park-by-election-list-of-candidates-third-party-advertisers/;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The verified historical chain and identical official 2025/2026 email provide a qualifying bridge to the current candidate."
trd_42854d4aa60a5608803a2f07a41dd341,toronto-trustee-2026,can_3c5cf71c069a58b5802a61568489e9b3,can_409a2a8b910d5a11a24babf9ea29809a,Gregory Rodriguez,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 3,confirm,The Local links the 2022 occurrence to the 2025 candidate; official City records link 2025 to 2026 through the identical candidate email.,https://grodriguezcandidatetdsbtrusteeward20.wordpress.com/;https://thelocal.to/srp2025/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/ward-25-scarborough-rouge-park-by-election-list-of-candidates-third-party-advertisers/;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The verified historical chain and identical official 2025/2026 email provide a qualifying bridge to the current candidate."
trd_8301fc504e6d5a588e683ee5aeb95698,toronto-trustee-2026,can_3c5cf71c069a58b5802a61568489e9b3,can_a53fb1633426589f85734a93f2b7296c,Gregory Rodriguez,2025-09-29,toronto_city_council,councillor,Ward 25 — Scarborough-Rouge Park,confirm,"The official 2025 candidate page and certified 2026 feed publish the same candidate email, g.rodriguez2025@hotmail.com.",https://grodriguezcandidatetdsbtrusteeward20.wordpress.com/;https://thelocal.to/srp2025/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/ward-25-scarborough-rouge-park-by-election-list-of-candidates-third-party-advertisers/,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The identical email in official candidate records directly bridges the verified 2025 occurrence to the 2026 candidate."
trd_e0b9f1c37f8256c7a562d10ab004823b,toronto-trustee-2026,can_fbfd95dc861f59e3a88736d6aeb23bf3,can_f12eb7c743705cf18e7652bac7b9f3ba,Robert Pella,2014-10-27,toronto_catholic_district_school_board,trustee,Ward 1,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://thelocal.to/ward-1-etobicoke-north/;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2023/04/8831-Notice-of-RecountFinal.pdf;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_799e503b5f7d54a48971282238da5d6c,toronto-trustee-2026,can_fbfd95dc861f59e3a88736d6aeb23bf3,can_d8943b3481da58868133f15fe8372084,Robert Pella,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 1,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://thelocal.to/ward-1-etobicoke-north/;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2023/04/8831-Notice-of-RecountFinal.pdf;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+Catholic+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_f56290f017bd5e7cb86f894a3c1cb680,toronto-trustee-2026,can_f41f04d241c35894a49f580c4eaab821,can_bda100fd63615327aa742f9a6c11326e,Imran Khan,2025-04-28,canada_house_of_commons,mp,Scarborough Southwest,hold,The federal occurrences form one prior identity but the current trustee filing has no contact or biographical anchor connecting it to that person.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://governingcouncil.utoronto.ca/secretariat/biography/imran-khan;https://www.elections.ca/res/rep/off/ovrGE45/62/table12E.html;https://www.elections.ca/res/rep/off/ovr_2026/64/data_donnees/pollresults_resultatsbureau35112.csv,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: No qualifying bridge was found to the certified 2026 trustee candidate; the common name makes a name-only merge unsafe."
