curation_key,endorser_key,expected_contest_id,expected_candidacy_id,election_date,office_type,official_district_id,expected_candidate_name,asserted_candidate_name,review_state,endorsement_kind,announcement_date,date_precision,source_type,source_url,secondary_source_url
star_2022_w03_morley,toronto_star_editorial_board,con_bcc3da3d377f5fd3bb1d8a0c3ad7160b,can_65ba2cff1113567da004dd917ba8ef28,2022-10-24,councillor,ward-3,Amber Morley,Amber Morley,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w04_perks,toronto_star_editorial_board,con_2c0ca30fc75e51a3acf50c4693b1cc1b,can_5d3cda342f5d5ce9a7bcb18578d4c2b7,2022-10-24,councillor,ward-4,Gord Perks,Gord Perks,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w05_padovani,toronto_star_editorial_board,con_52f50431db92559f8d4391fb2e932f16,can_6c6ffe1b743357a5b7e74c8e511ea2d9,2022-10-24,councillor,ward-5,Chiara Padovani,Chiara Padovani,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w06_pasternak,toronto_star_editorial_board,con_bab4f35c5b9a51da935131d5c790bddf,can_86b4a8b96048544897930f1f1cd40336,2022-10-24,councillor,ward-6,James Pasternak,James Pasternak,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w07_perruzza,toronto_star_editorial_board,con_43f8a49a6b095ee8a38c2a1aa0477382,can_75961c4df15e5d8c85f6a63ffa59f246,2022-10-24,councillor,ward-7,Anthony Perruzza,Anthony Perruzza,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w08_colle,toronto_star_editorial_board,con_27e80d547d0256149213a7e90956055b,can_1c713059ec0357ccb3294d4ec433ba51,2022-10-24,councillor,ward-8,Mike Colle,Mike Colle,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w09_bravo,toronto_star_editorial_board,con_6821258c9f7f598e829c8617b8765c25,can_73ec5ac31ba8585b9b52e77fce07bc31,2022-10-24,councillor,ward-9,Alejandra Bravo,Alejandra Bravo,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w10_malik,toronto_star_editorial_board,con_c44af6fcb9ff527e8974217b3d633af1,can_45aad11df89c511b88aed431e1b1be4e,2022-10-24,councillor,ward-10,Ausma Malik,Ausma Malik,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w11_buxton_potts,toronto_star_editorial_board,con_037ae72c455f558590ca04bc929df4cb,can_f1bfda454f1a55febe96be2c77bc773d,2022-10-24,councillor,ward-11,Potts Robin Buxton,Robin Buxton Potts,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w12_matlow,toronto_star_editorial_board,con_91f80636385c5df5b2d409f9c9b389ed,can_a5a51a39a0825accaf1a1112adefeedf,2022-10-24,councillor,ward-12,Josh Matlow,Josh Matlow,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w13_moise,toronto_star_editorial_board,con_9476d4c41a7d5fa48b97b47e28f9305d,can_4b78f4587dab5e69b879563516563791,2022-10-24,councillor,ward-13,Chris Moise,Chris Moise,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w14_fletcher,toronto_star_editorial_board,con_ac0a746327ea57b39ba13add8456bbd3,can_0e66b13370375a32876db67694e0ddbd,2022-10-24,councillor,ward-14,Paula Fletcher,Paula Fletcher,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w15_robinson,toronto_star_editorial_board,con_f8a855ebf8c250bda4eeed75246305b5,can_3c3d60402ebe53679b24342c577cb4f6,2022-10-24,councillor,ward-15,Jaye Robinson,Jaye Robinson,confirmed,editorial_choice,2022-10-20,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/20/the-stars-endorsements-for-toronto-council-in-wards-9-to-16.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w17_carroll,toronto_star_editorial_board,con_a548943febc15683bb34e547001ee6e7,can_ce7185de10085eaaaedc1b064810f59d,2022-10-24,councillor,ward-17,Shelley Carroll,Shelley Carroll,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w18_obrien_fehr,toronto_star_editorial_board,con_8d2d5f08a1095a14abbcb526483a3aa0,can_95396b48533f50499d760d4eefdf569e,2022-10-24,councillor,ward-18,Fehr Markus O'Brien,Markus O'Brien Fehr,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w19_bradford,toronto_star_editorial_board,con_b7158aa7285c513f8255b4f87166c723,can_8a8622ea6deb5fc893af017dd09e6cb6,2022-10-24,councillor,ward-19,Brad Bradford,Brad Bradford,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w20_rupasinghe,toronto_star_editorial_board,con_9e0a04dcf1245155b6f1fd50c6a83e99,can_0c187005e2eb558c9e79766553461816,2022-10-24,councillor,ward-20,Kevin Rupasinghe,Kevin Rupasinghe,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w22_mantas,toronto_star_editorial_board,con_db6acf978ec15e2c9ac0230649ef0609,can_933ed8a454ba5127a1f53e6f4b508546,2022-10-24,councillor,ward-22,Nick Mantas,Nick Mantas,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w23_myers,toronto_star_editorial_board,con_c686b3ad3bd059d78db8cc44229817a0,can_19bbe15fc35c514cab23e1672f721659,2022-10-24,councillor,ward-23,Jamaal Myers,Jamaal Myers,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w24_ainslie,toronto_star_editorial_board,con_98fc649f10ee5100a44520c1500dfac9,can_765f141c853a5c22bec6091dfb398cef,2022-10-24,councillor,ward-24,Paul Ainslie,Paul Ainslie,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2022_w25_mckelvie,toronto_star_editorial_board,con_e3987d425526548a844f6d73b662eac3,can_2e4aa5191b76594f88dbe6b8af5e48be,2022-10-24,councillor,ward-25,Jennifer Mckelvie,Jennifer McKelvie,confirmed,editorial_choice,2022-10-21,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/21/the-stars-endorsements-for-toronto-council-in-wards-17-to-25.html,https://toronto.cityhallwatcher.com/p/chw194
star_2003_w01_suzanhall,toronto_star_editorial_board,con_6d7f00a8037754c0a6f34579bee44966,can_00d113054083594398c601af68ffb66f,2003-11-10,councillor,ward-1,Suzan Hall,Suzan Hall,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w03_dougholyday,toronto_star_editorial_board,con_7eba7d2b2ccb57e5aa6ab13c307b2517,can_3f94a03e6dcc598d82f8d79d21d3bd10,2003-11-10,councillor,ward-3,Doug Holyday,Doug Holyday,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w04_glorialindsayluby,toronto_star_editorial_board,con_2317176dbf5e5a4fab7fd65b16359ebd,can_7289eff0d5a85eefb326bf0da85e2dd3,2003-11-10,councillor,ward-4,Gloria Lindsay Luby,Gloria Lindsay Luby,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w05_petermilczyn,toronto_star_editorial_board,con_802f842541d15d899e8f6acf3b86ae45,can_6e72b441059f50d0aea1839508bed40c,2003-11-10,councillor,ward-5,Peter Milczyn,Peter Milczyn,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w06_berardomascioli,toronto_star_editorial_board,con_99b9fbf5df5f504eb0906d1c2b113d63,can_87764da8136359e3be08dbc887d8c487,2003-11-10,councillor,ward-6,Berardo Mascioli,Berardo Mascioli,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w08_anthonyperruzza,toronto_star_editorial_board,con_6beb6fc4da14503aa70fa94b8fe0b600,can_6c048d9a2df75ff2843ff90e8a3e916a,2003-11-10,councillor,ward-8,Anthony Perruzza,Anthony Perruzza,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w09_mariaaugimeri,toronto_star_editorial_board,con_3a262cc7bf83579eae79ce2032ea06d1,can_e1b82dacf6ba547ea5c9ec30043297ed,2003-11-10,councillor,ward-9,Maria Augimeri,Maria Augimeri,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w10_michaelfeldman,toronto_star_editorial_board,con_18fc5604e3b45ef08d8af9b0813a1918,can_302514955e6a54268d565e4dcb76f228,2003-11-10,councillor,ward-10,Michael Feldman,Michael Feldman,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w11_francesnunziata,toronto_star_editorial_board,con_ab103b8f3a915dd0b0131abea73fad5c,can_639e78b626f65ea8909654f9bd15ca78,2003-11-10,councillor,ward-11,Frances Nunziata,Frances Nunziata,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w12_joerenda,toronto_star_editorial_board,con_04a4bbe5ef575c72b4ec49d601f24b71,can_49f82b04f6c35129b9d12c53f87055e9,2003-11-10,councillor,ward-12,Joe Renda,Joe Renda,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w13_stankumorek,toronto_star_editorial_board,con_28b9bf4109765f57a3a7923479b37af9,can_056cc3d109295989a6ea3b74da65352f,2003-11-10,councillor,ward-13,Stan Kumorek,Stan Kumorek,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w14_sylviawatson,toronto_star_editorial_board,con_d100fd7c171150b8b18125987b174c3d,can_e969b66c2a5b599f8d41288a8de6597b,2003-11-10,councillor,ward-14,Sylvia Watson,Sylvia Watson,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w15_howardmoscoe,toronto_star_editorial_board,con_d69bc70f79a45bf397b2a657aa858e50,can_4c19967cb44158558a2e3e8d90aec2b3,2003-11-10,councillor,ward-15,Howard Moscoe,Howard Moscoe,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w16_karenstintz,toronto_star_editorial_board,con_a060705663a15882b307108144aa8720,can_afe14e29075357499292a39a115bb3da,2003-11-10,councillor,ward-16,Karen Stintz,Karen Stintz,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w17_alejandrabravo,toronto_star_editorial_board,con_be3ee1a1a31f533885cbb71a268beda9,can_3f5ee28026dd58d49f898addc957a86f,2003-11-10,councillor,ward-17,Alejandra Bravo,Alejandra Bravo,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w18_adamgiambrone,toronto_star_editorial_board,con_4b3374ab9039564fa8ed1cedf493a0e3,can_82808b3e4f6e57b893db83438007ba68,2003-11-10,councillor,ward-18,Adam Giambrone,Adam Giambrone,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w19_joepantalone,toronto_star_editorial_board,con_d9eeb6c962c854b58be1e179e2168cb1,can_10c5c8f178975029bd84bdf4476c18f3,2003-11-10,councillor,ward-19,Joe Pantalone,Joe Pantalone,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w20_oliviachow,toronto_star_editorial_board,con_2befcc6536315440902962b270ad7f70,can_a3451138425b591f847f2b9754a341e7,2003-11-10,councillor,ward-20,Olivia Chow,Olivia Chow,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w21_joemihevc,toronto_star_editorial_board,con_95ddf0ee07b85a9da9038f871eeefaba,can_acc5d5a235b45003abd90c5770b00a0f,2003-11-10,councillor,ward-21,Joe Mihevc,Joe Mihevc,confirmed,editorial_choice,2003-11-07,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/438650442,
star_2003_w22_michaelwalker,toronto_star_editorial_board,con_88f5ccc6b744588da3d07590c5dca974,can_5220e1bfad025d3eac38272d8c3a6c29,2003-11-10,councillor,ward-22,Michael Walker,Michael Walker,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w23_johnfilion,toronto_star_editorial_board,con_744dd2f798b8521e8de9693750f474d2,can_c3f37900f3935532968d619ac325105d,2003-11-10,councillor,ward-23,John Filion,John Filion,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w25_jayerobinson,toronto_star_editorial_board,con_47f9c6bba0165404a3fec5492a0940b3,can_c60c5195b8e55fd59bc3704998e33883,2003-11-10,councillor,ward-25,Jaye Robinson,Jaye Robinson,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w26_janepitfield,toronto_star_editorial_board,con_ae44722023c153d7a460278c9b621435,can_f45218fc971f5f418367c1cf09933991,2003-11-10,councillor,ward-26,Jane Pitfield,Jane Pitfield,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w27_kylerae,toronto_star_editorial_board,con_b5ffb866cf475caca42769d641deb4a7,can_98090903a50159ad8b92c4547b07e247,2003-11-10,councillor,ward-27,Kyle Rae,Kyle Rae,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w28_pierreklein,toronto_star_editorial_board,con_727f839c8adc5531bd874edb6b663c05,can_20abf55f101452d6a0b36522163e4658,2003-11-10,councillor,ward-28,Pierre Klein,Pierre Klein,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w29_caseootes,toronto_star_editorial_board,con_ec88bd40dff858e695ae9533199be499,can_1816cf817ed05a73a6d04e1dec8ac6a1,2003-11-10,councillor,ward-29,Case Ootes,Case Ootes,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w30_chrisphibbs,toronto_star_editorial_board,con_d18675753b8f580c8834170f374d1e7c,can_3bdc4f9b038f5a29b96fdbbf8ba862bf,2003-11-10,councillor,ward-30,Chris Phibbs,Chris Phibbs,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w31_janetdavis,toronto_star_editorial_board,con_46f4af62ff4956f5b31ebec2e77229fa,can_e0131f8d5b345c81b56f5580ec851124,2003-11-10,councillor,ward-31,Janet Davis,Janet Davis,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w32_sandrabussin,toronto_star_editorial_board,con_6d24ced99da9539aaaad476a9a2747f4,can_d79d773c87315351a62adbbfaaaebafa,2003-11-10,councillor,ward-32,Sandra Bussin,Sandra Bussin,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w33_shelleycarroll,toronto_star_editorial_board,con_f3e797bac18a5e45a723ff263eafb93e,can_402a0e52786654fea78b0f051663141b,2003-11-10,councillor,ward-33,Shelley Carroll,Shelley Carroll,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w34_denzilminnanwong,toronto_star_editorial_board,con_bf4b3cd94fcd50ba8d2259a6df440a17,can_6a9d30a6efa85372befaf5a604aa9296,2003-11-10,councillor,ward-34,Denzil Minnan-Wong,Denzil Minnan-Wong,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w35_worrickrussell,toronto_star_editorial_board,con_b9bda7a65c8a5e03a69746d0072f95c1,can_1a147cc2ba495af98e936a2272f01fbd,2003-11-10,councillor,ward-35,Worrick Russell,Worrick Russell,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w36_brianashton,toronto_star_editorial_board,con_d3ecc496be285eebb80559abe5d5f9f1,can_53506838096c58c4a409ca258b92dfe7,2003-11-10,councillor,ward-36,Brian Ashton,Brian Ashton,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w37_michaelthompson,toronto_star_editorial_board,con_9d346093453659cba5591e6e2efd506a,can_820beea0e81f5871b1582045dd276192,2003-11-10,councillor,ward-37,Michael Thompson,Michael Thompson,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w38_glenndebaeremaeker,toronto_star_editorial_board,con_61eed2bcd6ce5343bea274fe8a8028bc,can_d8fb8be5fd1c5e1f90edccb801d5ea70,2003-11-10,councillor,ward-38,Glenn De Baeremaeker,Glenn De Baeremaeker,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w39_shereneshaw,toronto_star_editorial_board,con_c49857c2f0a6591fa165be262c38930c,can_56d3f825daab5918b342625d91fa7fdc,2003-11-10,councillor,ward-39,Sherene Shaw,Sherene Shaw,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w41_basbalkissoon,toronto_star_editorial_board,con_02e530a81bf75a6bbf6b4ca0a9ea6738,can_1c1054e3ef455df484dfe8f91a62e85a,2003-11-10,councillor,ward-41,Bas Balkissoon,Bas Balkissoon,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w42_paulettesenior,toronto_star_editorial_board,con_5f814673ab4050e5b50e46685dbfbecb,can_b8bbec7dce94558da4d68ce3e5179885,2003-11-10,councillor,ward-42,Paulette Senior,Paulette Senior,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w43_davidsoknacki,toronto_star_editorial_board,con_7b92b7a12bbf5240a728cbe9d42aa420,can_5f5b9990d2e65a2280c62e8967d5240f,2003-11-10,councillor,ward-43,David Soknacki,David Soknacki,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2003_w44_gaycowbourne,toronto_star_editorial_board,con_abe0e1350e7856ad9a70ffdc75dd84f2,can_22da9483a67c5d2ba2f4316113990ad8,2003-11-10,councillor,ward-44,Gay Cowbourne,Gay Cowbourne,confirmed,editorial_choice,2003-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/1442464183,
star_2006_w01_sonaliverma,toronto_star_editorial_board,con_83ded5c17ed75ca788f320a13b17dd08,can_fea3f7ba8490521a9dc229d45ab4c40e,2006-11-13,councillor,ward-1,Sonali Verma,Sonali Verma,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w02_kevinmark,toronto_star_editorial_board,con_393178f4fb765cd0bbeaa13d06dca32c,can_ffb19ef315715674bed4caf4f9fde84c,2006-11-13,councillor,ward-2,Kevin Mark,Kevin Mark,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w03_dougholyday,toronto_star_editorial_board,con_c760f9c404835bb595e5671cf893c340,can_359c6f0578f45ef3a4cf038ad56e5a52,2006-11-13,councillor,ward-3,Doug Holyday,Doug Holyday,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w04_glorialindsayluby,toronto_star_editorial_board,con_1c0aff783cfb5ac995b40930229ffd15,can_d952200c6b98509a8f450d5ea8996147,2006-11-13,councillor,ward-4,Gloria Lindsay Luby,Gloria Lindsay Luby,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w05_petermilczyn,toronto_star_editorial_board,con_3ae0da024263524d8e13691dbeeadc88,can_c255829bac5c5cde8fa8a9221390b2f1,2006-11-13,councillor,ward-5,Peter Milczyn,Peter Milczyn,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w06_jemcain,toronto_star_editorial_board,con_d4f2ce7b93c75f4ca9c7bc73a4ba2a30,can_609cec2b4ced54ddad096b7bd1447280,2006-11-13,councillor,ward-6,Jem Cain,Jem Cain,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w07_larryperlman,toronto_star_editorial_board,con_2c70fd784be55c4794f8294a723dedb9,can_cf645d05be7d5c2ba6dfe8ed7354f228,2006-11-13,councillor,ward-7,Larry Perlman,Larry Perlman,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w08_anthonyperruzza,toronto_star_editorial_board,con_2c97298461635376899e36569d2c7be3,can_3c7d12b2073b512c83960997f4e7ef3c,2006-11-13,councillor,ward-8,Anthony Perruzza,Anthony Perruzza,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w09_mariaaugimeri,toronto_star_editorial_board,con_d42434b7f93353e6b9eeb64711b54648,can_2a3e6475274250748946d221fdbc92da,2006-11-13,councillor,ward-9,Maria Augimeri,Maria Augimeri,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w10_michaelfeldman,toronto_star_editorial_board,con_86779f733e9f58e78227d4c49c260033,can_21292996478554dd9696fe813d2bee9c,2006-11-13,councillor,ward-10,Michael Feldman,Michael Feldman,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w11_francesnunziata,toronto_star_editorial_board,con_0b8c9e853efa5e3da86b0f1eff65589e,can_0591973f6f6f5263883a52e798917677,2006-11-13,councillor,ward-11,Frances Nunziata,Frances Nunziata,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w12_joerenda,toronto_star_editorial_board,con_f449befd52f1538191ef612c9e711c45,can_f106a435ee12570b9788d3b96a9c2906,2006-11-13,councillor,ward-12,Joe Renda,Joe Renda,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w13_davidgarrick,toronto_star_editorial_board,con_76db9d7d1989548fadeac8b8116dc357,can_f4cac2c3bf3c58858742654b8c68eadc,2006-11-13,councillor,ward-13,David Garrick,David Garrick,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w14_gordperks,toronto_star_editorial_board,con_b4c70c0c6f465c4091dce97cbbd286b3,can_8beb4a28087f5a58b667f68fdc297a43,2006-11-13,councillor,ward-14,Gord Perks,Gord Perks,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w15_ronsinger,toronto_star_editorial_board,con_9473b9c31bb55e62ac4432451881acf1,can_88679a0b033e5771aeaad7a3446b859a,2006-11-13,councillor,ward-15,Ron Singer,Ron Singer,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
star_2006_w16_karenstintz,toronto_star_editorial_board,con_77f42d0ca0a15c57a01b5579fef4625a,can_68c5d44aa7ca5dfa8d15c891d39bd713,2006-11-13,councillor,ward-16,Karen Stintz,Karen Stintz,confirmed,editorial_choice,2006-11-08,day,publisher_editorial_authenticated_archive,https://www.proquest.com/docview/439101262,
